trump_Anzahl Posts,trump_Sentiment Median,trump_Sentiment Standardabweichung,trump_Sentiment Minimum,trump_Sentiment Maximum,trump_negaties Sentiment,trump_positives Sentiment,trump_politische Posts,trump_wirtschaftsbezogene Posts,trump_Posts mit Schlüsselwörtern,meteo_Temperatur (°C),meteo_Relative Luftfeuchtigkeit (%),meteo_Luftdruck (hPa),meteo_Windgeschwindigkeit (km/h),meteo_Globalstrahlung (W/m²),meteo_Niederschlagsdauer (min),fx_China Volksrepublik,fx_Deutschland,fx_Frankreich,fx_Italien,fx_Vereinigte Staaten von Amerika,snb_SNB Leitzins,vix_VIX,events_Anzahl Posts,events_Sentiment Median,events_Sentiment Standardabweichung,events_Sentiment Minimum,events_Sentiment Maximum,events_negaties Sentiment,events_positives Sentiment,events_politische Posts,events_wirtschaftsbezogene Posts,events_Posts mit Schlüsselwörtern,baltic_Baltic Dry Index,SPI,Banken,Finanzen,Gesundheit,Lebensmittel,Versicherungen,date
5.0,0.0,0.7346262498713206,-0.7707,0.9755,-0.7707,0.9548000000000001,0.10239999999999999,,-0.7707,17.148676470588235,72.43676470588235,960.2938235294118,3.8752941176470586,5267.26,307.58,0.26701306341572195,0.17085312573204003,0.16048309639755676,0.18550235017604777,0.16085430888357344,0.25,5.220417633410679,16.0,-0.44015,0.6137000863614083,-0.872,0.9062,-0.7003,0.4215,,0.7964,0.7964,-0.5196733481811378,17036.87,111.88,100.14,97.27,105.71,121.27,2025-05-20 00:00:00+02:00
5.0,0.0,0.43750906047760885,0.0,0.9783,,0.9783,,,,14.594117647058823,86.5070588235294,959.3807352941176,4.3672941176470585,2639.45,281.25666666666666,0.5844759946358247,0.1981034642259072,0.18767460286657212,0.1854594234454776,0.7498845815745003,0.25,-0.2756339581036382,17.0,-0.4939,0.47483089559522634,-0.9001,0.743,-0.7545,0.5195,,-0.3612,,-0.2238805970149249,16998.72,112.44,98.87,97.27,106.33,121.21,2025-05-21 00:00:00+02:00
12.0,0.0,0.6169187915591386,-0.9563,0.9849,-0.6969666666666666,0.6872,0.9672,,0.9672,11.171470588235294,93.84235294117647,958.2707352941177,3.147529411764706,1482.3500000000001,474.6766666666666,-0.08373551893577913,0.07733335665842667,0.0670155126364147,0.08151728065044495,-0.07319533480198981,0.25,15.367606412382528,9.0,-0.7893,0.7250184945916898,-0.9442,0.8934,-0.8573999999999999,0.7709999999999999,,,0.8934,0.29917726252803867,16855.8,112.14,98.11,96.13,106.01,121.02,2025-05-22 00:00:00+02:00
10.0,0.6187,0.4434334775363718,0.0,0.9759,,0.7541857142857143,0.7674333333333333,0.792075,0.6702,13.645147058823529,58.35720588235294,961.6489705882352,4.154117647058824,5884.75,0.0,-0.2635929430880535,-0.3624797040199135,-0.3724870176748163,-0.373700356606943,-0.03643598064433373,0.25,-2.8270244369908992,14.0,-0.6427499999999999,0.5354453810090773,-0.9393,0.5106,-0.6854,0.39135,,-0.7362500000000001,-0.7362500000000001,-0.07457121551081025,16772.45,112.06,96.53,96.0,106.53,119.95,2025-05-23 00:00:00+02:00
35.0,0.1007,0.3097942026571834,-0.9928,0.9918,-0.9913000000000001,0.5863,0.5259555555555555,0.8353666666666667,0.6699571428571429,14.666470588235294,78.69044117647059,965.4917647058824,4.010117647058824,2606.7599999999998,125.82000000000001,0.5820095664583302,0.2129760851195206,0.20328440573800233,0.2046039466001126,0.5845621490937924,0.25,9.911242603550296,38.0,0.0,0.5333000140633788,-0.9325,0.875,-0.8225,0.296,,-0.743,-0.743,-1.6417910447761197,16950.37,112.92,97.46,97.16,106.87,121.44,2025-05-26 00:00:00+02:00
6.0,0.68695,0.7252777548406312,-0.8756,0.9837,-0.8756,0.830775,0.9655,0.9837,0.883,15.924411764705884,63.32220588235294,967.2876470588235,3.458117647058824,3963.35,0.27666666666666667,-0.3087592678482687,-0.0885547691380606,-0.0976560322784481,-0.08565786347013438,-0.4112770844801994,0.25,-7.7164647824136345,10.0,0.0,0.5462454016079017,-0.8807,0.743,-0.84355,0.5195,,,,-1.6691957511380862,16965.38,112.58,98.32,96.88,107.02,121.13,2025-05-27 00:00:00+02:00
12.0,0.9556,0.23691423121996166,0.1877,0.9911,,0.9092545454545454,0.6869666666666667,,0.9459,15.226764705882355,82.61279411764706,966.5341176470587,4.746352941176471,1907.34,380.62333333333333,-0.2563111140841179,-0.02678896807726261,-0.03514030141021918,-0.04485766648557599,-0.19220903920356136,0.25,-7.826932425862909,19.0,-0.1027,0.5781677448367304,-0.9559,0.658,-0.7579,0.35535,-0.7887500000000001,0.304,0.304,0.5401234567901314,16791.69,111.98,97.45,96.09,105.71,119.62,2025-05-28 00:00:00+02:00
20.0,0.0,0.5158993918097803,-0.9534,0.9595,-0.41455833333333336,0.6452607142857143,-0.013933333333333353,0.13863333333333336,-0.193875,22.296764705882353,49.09441176470588,967.4649999999999,2.6223529411764708,8403.01,0.0,0.20564636272091263,0.1755957039243583,0.16897866136804662,0.16117882403836603,0.14817083916529583,0.25,-0.6732263076126288,30.0,-0.26820000000000005,0.5209396565246324,-0.9442,0.7506,-0.7443500000000001,0.5225,0.7506,-0.8481,-0.9153,4.804138950480419,16850.29,111.71,97.68,97.49,106.08,119.91,2025-05-30 00:00:00+02:00
28.0,0.0,0.4770276005796855,-0.9752,0.9855,-0.7527666666666667,0.69415,0.2481,-0.09544999999999998,-0.296,18.06,86.63779411764706,963.0930882352941,3.7602352941176473,3037.3,339.46333333333337,0.7998660375144739,-0.07063078257528721,-0.07608439300553771,-0.06768308163515036,0.755210870905576,0.25,-3.1803962460896784,47.0,-0.4393,0.5461969250499913,-0.9648,0.872,-0.7414000000000001,0.53155,-0.33225,0.4083,0.43683,0.28208744710860323,16814.76,112.23,97.15,97.67,105.32,120.26,2025-06-02 00:00:00+02:00
13.0,0.2923,0.8015851375195948,-0.983,0.9837,-0.8070599999999999,0.7700857142857143,0.14205,-0.7699,-0.06594999999999998,20.009411764705884,72.64382352941176,960.7480882352942,3.6310588235294117,5380.72,29.143333333333334,-0.2750743995366234,-0.056048479339587676,-0.060457210832909336,-0.06867235928486037,-0.11228670443712563,0.25,-1.1308562197092087,24.0,-0.6705,0.6033840988180926,-0.9771,0.8225,-0.7579,0.6369,,,0.8225,0.5625879043600568,16858.62,111.76,100.32,97.63,105.12,119.51,2025-06-03 00:00:00+02:00
14.0,0.0,0.535184896877849,-0.829,0.9449,-0.6259,0.8978999999999999,,,0.11668333333333332,18.415441176470587,78.55279411764707,957.8923529411765,3.8357647058823527,3829.14,118.09333333333333,-0.3843306393257362,-0.30071307669927716,-0.30379109326470477,-0.3170673397390078,-0.4153213290793323,0.25,-3.6492374727668753,9.0,0.0,0.6814678073834449,-0.9118,0.8658,-0.85105,0.6124,,,0.6124,4.125874125874129,16942.58,111.19,98.91,98.47,105.49,119.92,2025-06-04 00:00:00+02:00
10.0,0.36755,0.710300406009864,-0.9081,0.9879,-0.6937333333333333,0.8121,0.8011999999999999,0.03989999999999999,0.03989999999999999,17.75176470588235,78.90764705882353,960.4532352941177,3.9614117647058826,3313.27,57.446666666666665,0.1083567496650284,0.10220456753655682,0.10027947288198114,0.09550635908408545,0.2059521409771614,0.25,-0.45223289994348326,17.0,-0.2263,0.4498854346811367,-0.8807,0.5574,-0.7351,0.4487,,,,9.200805910006714,16977.65,111.42,98.58,99.07,105.37,119.84,2025-06-05 00:00:00+02:00
15.0,0.2732,0.6130480911765717,-0.8017,0.9878,-0.5556,0.720475,0.16678333333333337,-0.21544999999999997,0.18735000000000002,20.483088235294115,67.36411764705883,961.1582352941177,5.587058823529412,5000.2,124.14,-0.14383032183539202,-0.20760986077712484,-0.20830106802030013,-0.21477237851857955,-0.18945616185791492,0.25,4.940374787052826,4.0,-0.549,0.5199684477606951,-0.8316,0.2732,-0.802,0.2732,,,,0.4305043050430557,17042.71,111.91,100.98,99.58,105.01,120.26,2025-06-06 00:00:00+02:00
53.0,0.0,0.4611772043648482,-0.9387,0.9924,-0.69055,0.728925,,-0.20095,0.26695,20.88705882352941,53.74955882352941,964.7570588235294,3.285176470588236,7223.22,0.0,0.08814250745272645,0.0824540596583434,0.08383099139028793,0.07337158028353219,0.05800284325037097,0.25,2.3255813953488413,48.0,-0.5104500000000001,0.5340871633033806,-0.9652,0.9657,-0.7835000000000001,0.42225,0.17,,0.5859,-0.6505026611472453,17040.1,110.77,97.73,100.16,104.46,118.69,2025-06-10 00:00:00+02:00
19.0,0.6588,0.546108228193446,-0.9062,0.9753,-0.65985,0.7759615384615385,,0.6708000000000001,0.89725,22.681470588235292,49.00911764705882,963.9879411764705,4.008,8129.04,0.0,-0.13207128705980953,-0.3280063559484736,-0.32579806464252403,-0.31866514767409093,-0.1160001577099834,0.25,-1.2237762237762295,13.0,-0.6124,0.6051090684691395,-0.9217,0.8271,-0.74285,0.7769999999999999,-0.4215,,,3.4523809523809623,17004.99,110.7,98.35,99.96,103.56,118.4,2025-06-11 00:00:00+02:00
16.0,0.3248,0.7169582502954176,-0.9422,0.9935,-0.7114,0.89595,0.15224999999999997,-0.6663,-0.10090000000000003,24.700784313725492,48.864264705882356,962.6844117647059,3.487058823529412,8196.34,0.0,0.8174193625401394,-0.08162014552914876,-0.07861946317385682,-0.09218000687274408,0.9079780600742771,0.25,1.828908554572295,12.0,-0.7557,0.7312869520837075,-0.9201,0.9839,-0.836,0.6369,,,,9.551208285385492,17006.95,110.43,97.3,100.62,103.99,116.2,2025-06-12 00:00:00+02:00
6.0,0.3451,0.7904156537333169,-0.8622,0.8782,-0.8524,0.602925,-0.8426,,0.3451,27.3975,48.48308823529412,964.8824999999999,4.176705882352941,8055.71,0.0,0.2847557504342513,0.3839964207455582,0.38781432925292236,0.3827104193694586,0.2392886126163285,0.25,4.403244495944358,10.0,-0.836,0.5529828653162169,-0.9963,0.6597,-0.86225,0.6597,,,,3.3613445378151363,16769.11,109.88,95.41,99.36,102.73,115.33,2025-06-13 00:00:00+02:00
12.0,0.427,0.6403024972620364,-0.9197,0.9733,-0.7111,0.6675666666666666,0.779525,0.6335500000000001,0.23540000000000005,19.831911764705882,61.406323529411765,970.9061764705882,5.089411764705882,7643.61,0.0,0.05414815828066466,-0.37089445068256843,-0.36640678744666033,-0.3806717086715983,0.08523772945905339,0.25,15.53829078801332,35.0,-0.6651,0.561003015688072,-0.9844,0.8816,-0.6908,0.6124,-0.2658,,0.0,0.3556910569105787,16710.25,109.98,95.24,98.01,101.38,115.44,2025-06-16 00:00:00+02:00
25.0,0.0,0.5222051558216049,-0.8561,0.9403,-0.7683,0.62665,-0.19515,,-0.21725,22.215147058823533,50.2139705882353,968.6001470588235,5.361882352941176,8519.4,0.0,-0.025566102896446008,0.14990768418905454,0.15491664855951104,0.134336184712458,-0.09368005894556664,0.25,-8.213256484149856,9.0,-0.7964,0.3856833516990042,-0.9524,0.1027,-0.8271,,,,,-1.1645569620253204,16606.67,109.94,94.47,97.33,101.21,114.71,2025-06-17 00:00:00+02:00
14.0,0.0,0.4692784506354082,0.0,0.9823,,0.9122166666666667,0.448225,,,23.956470588235295,46.557794117647056,967.7104411764706,3.0,8168.69,0.0,-0.5252556987342727,-0.11253475052432904,-0.10694722099299225,-0.11289901273280334,-0.5586840528420178,0.25,13.02982731554161,11.0,0.4019,0.6737175607302838,-0.9153,0.802,-0.6858,0.7269,,0.7579,0.7493000000000001,-3.995901639344257,16561.03,110.0,92.95,96.87,101.85,114.4,2025-06-18 00:00:00+02:00
13.0,0.0,0.7327961853276593,-0.9517,0.9792,-0.7467999999999999,0.8257666666666666,-0.19626,-0.9517,-0.91655,25.51014705882353,47.428676470588236,967.1273529411765,4.82964705882353,8426.75,0.0,0.1426801259887922,0.3295767055448984,0.33555785474161937,0.32097257758323394,0.13223065730489925,0.25,-6.759259259259265,8.0,-0.1379,0.635514126514903,-0.9595,0.7906,-0.7115,0.4939,,,,-6.563500533617928,16449.32,110.07,91.4,97.04,100.93,114.1,2025-06-19 00:00:00+02:00
21.0,0.4708,0.5533761005130666,-0.5942,0.9779,-0.4447,0.8337454545454546,-0.014966666666666656,0.4162,0.8929,24.85970588235294,50.09205882352941,966.635294117647,5.4141176470588235,8375.38,0.0,-0.03654718241862254,-0.38689889053237225,-0.3806278694722054,-0.3800767609796307,0.015078664042444956,0.0,10.07944389275075,13.0,-0.5106,0.4928098452646249,-0.9001,0.4215,-0.7906,0.296,,,,-3.540833809251853,16447.82,110.47,91.85,96.93,99.88,115.12,2025-06-20 00:00:00+02:00
35.0,0.8118,0.6609067861657951,-0.9766,0.9968,-0.7092333333333334,0.8504428571428572,0.8118,,0.9346,25.70794117647059,56.84470588235294,961.7302941176471,4.471764705882353,6182.35,53.306666666666665,-0.16265079271108318,0.0986608612046691,0.105206643065614,0.0939834029759723,-0.25476900999589214,0.0,-6.991429860171405,33.0,-0.6908,0.6677284663271363,-0.9853,0.8779,-0.8565499999999999,0.6705,,,0.71975,-0.8880994671403242,16422.6,110.56,91.88,96.99,99.71,114.4,2025-06-23 00:00:00+02:00
37.0,0.0,0.5644005961175962,-0.9879,0.9942,-0.8648,0.78723125,0.18839999999999998,-0.9252,0.16813333333333333,25.214264705882353,49.75264705882353,962.9310294117647,3.904235294117647,8433.5,0.0,0.6563560079643205,-0.14655400890239978,-0.13981828754324743,-0.15271767991474894,0.8206472428526235,0.0,-3.8312318137730506,12.0,-0.7169,0.5161987369808319,-0.9891,0.5994,-0.7506,0.4247,,,,0.4181600955794451,16572.46,110.95,94.08,97.49,99.99,114.75,2025-06-24 00:00:00+02:00
26.0,-0.11375,0.5681709702599683,-0.9697,0.9514,-0.7104692307692309,0.58558,,,0.9371,27.80470588235294,42.54985294117647,961.394705882353,2.9689411764705884,8201.23,0.0,0.6412786595903386,0.5856413830599649,0.5925156492838424,0.5923760176088422,0.7262739113456984,0.0,-11.8507312153303,13.0,-0.6705,0.49248734397379085,-0.9169,0.4215,-0.78405,0.41169999999999995,,,,-0.9518143961927406,16443.08,110.48,94.37,96.99,97.58,114.97,2025-06-25 00:00:00+02:00
17.0,0.0,0.6234908013260784,-0.967,0.9538,-0.7806666666666667,0.5763666666666666,0.33793333333333336,,-0.31435,22.42985294117647,73.92647058823529,964.2008823529412,4.785882352941177,4154.79,45.28333333333333,0.7234865796362344,-0.2920571499509306,-0.285223931008749,-0.2965613592304184,0.7304671109846561,0.0,-4.11899313501144,12.0,-0.6987,0.3867698543414064,-0.8807,0.1027,-0.78685,,,,,-6.726726726726728,16462.13,110.75,96.0,97.7,97.01,114.54,2025-06-26 00:00:00+02:00
11.0,0.8126,0.6998844222766032,-0.996,0.9802,-0.8016,0.8614285714285714,0.24438,0.1865,-0.3036,24.505441176470587,58.940735294117644,969.5136764705882,3.746823529411765,6490.07,0.0,0.1412485348333936,0.28187968567789934,0.28864438639502055,0.28308034158563977,0.12900740669763433,0.0,-1.0143198090692196,9.0,-0.6705,0.629027385687177,-0.9349,0.9459,-0.84175,0.9459,-0.6705,-0.6705,0.1377,-2.0605280103026424,16607.38,110.98,97.3,97.92,97.42,115.03,2025-06-27 00:00:00+02:00
58.0,0.0,0.5465379380173966,-0.996,0.9961,-0.7356666666666666,0.68038,,0.3091,0.15936666666666668,27.82294117647059,51.11926470588236,963.3810294117646,4.156941176470589,6816.58,0.0,0.04204480691800683,-0.05767773789305819,-0.05103622512364625,-0.0474373284497287,0.0775570104440737,0.0,-1.6274864376130127,30.0,-0.70885,0.5309641013894307,-0.9633,0.6908,-0.8176,0.51755,0.3871,0.2023,0.6908,-2.103879026955946,16534.67,111.19,97.63,97.34,96.9,114.96,2025-06-30 00:00:00+02:00
19.0,0.1531,0.48915032836817157,-0.6467,0.9958,-0.6467,0.8389000000000001,0.4242666666666666,0.58306,0.3827,28.41720588235294,51.60955882352941,963.0054411764706,4.163294117647059,7473.93,0.0,1.001346741163056,0.34166525523631197,0.3481557427039039,0.3479357411561912,1.0459782193402267,0.0,2.5122549019607865,12.0,-0.73085,0.37836684419737254,-0.9246,0.0,-0.802,,,,,-2.081934184016121,16573.8,111.37,96.95,98.32,97.36,114.94,2025-07-01 00:00:00+02:00
28.0,0.0129,0.47188404608519613,-0.2732,0.9938,-0.2732,0.8732076923076922,0.627,0.8975,0.7714571428571428,29.203676470588235,44.491617647058824,961.6913235294118,3.694588235294118,8352.53,0.0,-0.3132262851137324,-0.11583716388174903,-0.11023985073002063,-0.10768501551028375,-0.40955194881500123,0.0,0.5977286312014218,12.0,-0.38155,0.5463909829855162,-0.891,0.6249,-0.7506,0.5267,,,,-1.0288065843621408,16625.34,111.57,99.13,98.47,97.31,113.48,2025-07-02 00:00:00+02:00
15.0,0.4199,0.6757037886529866,-0.9523,0.9712,-0.7596,0.7306874999999999,0.15692857142857145,0.64365,-0.5067,26.12029411764706,56.70220588235294,967.4760294117647,4.759764705882353,6713.41,0.0,-0.011557643896775716,-0.1375753379281086,-0.1322605305813518,-0.1482546908388116,0.062350525581278404,0.0,-1.128936423054061,12.0,0.0,0.6193527699432397,-0.7003,0.891,-0.6908,0.7792,,0.891,0.891,-0.6237006237006182,16617.16,111.87,99.8,97.41,97.72,115.48,2025-07-03 00:00:00+02:00
31.0,0.5461,0.4358677695805687,0.0,0.9929,,0.8174947368421053,0.6146625,,0.9617,23.724999999999998,65.09661764705882,968.8636764705882,2.863058823529412,4719.47,27.42666666666667,-0.13027529743772082,0.0033102715692789886,0.008518666207280035,0.01817129274732654,-0.20362228131564075,0.0,-1.562500000000011,5.0,-0.6597,0.06488303322132838,-0.7717,-0.6249,-0.6597,,-0.7351,,,0.1394700139470073,16605.15,111.93,98.59,98.31,97.39,115.23,2025-07-04 00:00:00+02:00
16.0,0.7227,0.48156996747246245,-0.1697,0.9876,,0.84238,0.9764,0.5501750000000001,0.9032,15.683529411764706,86.93926470588235,954.5164705882353,4.879764705882353,2340.11,427.43333333333334,-0.34323169505307005,-0.06336802559827603,-0.05840966779537826,-0.04339157048594,-0.49226840023681717,0.0,6.715506715506714,46.0,-0.6651,0.48056033804299747,-0.9531,0.9371,-0.6908,0.5594,-0.9349,-0.6705,-0.4767,0.0,16603.97,112.3,99.56,97.7,96.65,116.01,2025-07-07 00:00:00+02:00
4.0,-0.4088,0.5065712585609256,-0.93,0.0,-0.8738,,,-0.8738,-0.8738,13.583235294117646,80.46661764705881,961.3886764705883,4.244470588235295,4070.25,232.72,0.08092000874304617,-0.13200114228880677,-0.12722038576323813,-0.125572067598001,0.08377489505535518,0.0,1.7734553775743622,9.0,-0.765,0.40876115581106776,-0.9153,0.1779,-0.836,,,,,-0.3481894150417775,16637.16,112.93,100.95,97.86,96.61,115.54,2025-07-08 00:00:00+02:00
22.0,0.148,0.5533825372688522,-0.7431,0.9872,-0.516975,0.7505636363636363,0.40430000000000005,0.05896666666666669,0.49643333333333334,17.808235294117647,53.84073529411765,966.645588235294,2.824588235294118,5897.69,0.0,0.12672707259522298,0.32508679485128145,0.32977802734650563,0.3311944754698981,-0.00499108978688767,0.0,-5.508712759977518,13.0,-0.7579,0.5698983113296706,-0.9413,0.8074,-0.8126,0.6144499999999999,-0.8126,0.21075,,-0.5590496156533842,16679.99,113.84,102.0,98.21,96.02,116.81,2025-07-09 00:00:00+02:00
12.0,0.90005,0.5353149581972252,-0.6039,0.9957,-0.6039,0.8672888888888889,0.7652,-0.1101,-0.6039,20.106617647058822,48.47044117647059,965.9005882352942,3.9875294117647058,7958.26,0.0,0.08931997822085869,0.01186835357085414,0.016373203972142036,0.02020940761129353,0.1325623128724418,0.0,-5.1754907792980305,11.0,-0.7096,0.7328728171939646,-0.9442,0.6808,-0.7657499999999999,0.6124,0.6249,0.6249,0.6401,2.951510892480669,16851.98,113.91,103.54,99.75,95.64,116.49,2025-07-10 00:00:00+02:00
11.0,0.0,0.519282360570817,-0.4003,0.9839,-0.35924999999999996,0.8036999999999999,,,,22.120588235294118,47.5414705882353,962.0941176470589,2.949882352941177,6557.15,0.0,-0.3581100925537206,0.10083701994758609,0.1052875370697981,0.12452656088386416,-0.3074052880948197,0.0,-1.0037641154328703,6.0,-0.7665,0.4197963923141789,-0.9413,0.128,-0.8625,,,,,13.515358361774755,16628.85,113.95,102.44,97.47,94.82,116.22,2025-07-11 00:00:00+02:00
14.0,0.4003,0.556998854595625,-0.8346,0.9239,-0.775,0.72325,0.31593333333333334,0.31095,,21.078970588235297,77.00897058823529,965.313088235294,4.4632941176470595,4277.93,245.26,-0.0016404138650227829,0.025571551890202215,0.029900948509142822,0.020858966986603278,0.018017219998234246,0.0,3.9290240811153287,30.0,-0.24805,0.5634386147322782,-0.9022,0.8934,-0.7525999999999999,0.6249,,0.6249,,7.215874924834642,16629.11,114.75,102.57,97.64,95.14,116.42,2025-07-14 00:00:00+02:00
17.0,0.3818,0.6720035606960988,-0.9221,0.9899,-0.698225,0.7186666666666667,0.010249999999999981,0.3310666666666667,0.9540500000000001,21.48955882352941,71.49794117647059,965.3432352941176,3.458823529411765,4266.22,222.03666666666666,0.22613954293166927,0.09113878869433378,0.09546709752015214,0.10435934619614784,0.14322313935710707,0.0,4.878048780487809,10.0,-0.65415,0.5983077558135668,-0.936,0.8857,-0.6651,0.6438,,0.8857,0.6438,4.655075715086943,16598.86,114.58,102.61,97.13,94.49,115.75,2025-07-15 00:00:00+02:00
16.0,0.0,0.589807837880271,-0.9644,0.9828,-0.9644,0.8228200000000001,-0.15535000000000002,0.3612,,20.660441176470588,56.932205882352946,963.3577941176471,5.474823529411765,3515.71,44.88666666666667,-0.6282832853202192,-0.1516532769345269,-0.14739726231962624,-0.12431042254985591,-0.7067360943124656,0.0,1.0465116279069653,16.0,-0.00645,0.5148277303703962,-0.9578,0.6249,-0.7579,0.5911500000000001,-0.6705,,-0.0129,2.143622722400851,16604.47,114.2,103.34,96.99,94.77,116.93,2025-07-16 00:00:00+02:00
20.0,0.0,0.43516223021450645,-0.7317,0.9911,-0.7317,0.7770666666666667,0.28496666666666665,,,20.34058823529412,59.559264705882356,963.6386764705883,3.1418823529411766,7106.18,0.0,-0.2618551839162486,-0.0732154957273301,-0.06896995760439228,-0.06181354999931221,-0.28832355378634045,0.0,-1.2658227848101222,7.0,-0.836,0.5234050907735032,-0.936,0.4939,-0.8509,0.4939,,,,6.505771248688363,16703.15,114.7,104.65,96.56,94.96,117.17,2025-07-17 00:00:00+02:00
15.0,0.0,0.6069724313187151,-0.974,0.8283,-0.6912666666666666,0.70715,,-0.974,,23.1775,51.27823529411765,959.882794117647,3.1574117647058824,7752.88,0.0,0.15897621611118407,-0.16197077911027646,-0.15768841819918666,-0.16539929196596193,0.14729815988261397,0.0,-3.7296037296037365,16.0,-0.6705,0.4512296828297831,-0.8979,0.6124,-0.7637499999999999,0.6124,,,0.6124,1.0837438423645374,16746.73,115.15,105.06,96.64,96.1,118.0,2025-07-18 00:00:00+02:00
61.0,0.25,0.5937052980265225,-0.9769,0.9946,-0.7827500000000001,0.7382625,0.7397,0.5736749999999999,0.15,19.308823529411764,77.6225,955.294411764706,4.401882352941176,4244.64,71.74666666666667,0.1976665829518831,0.1694636337662203,0.17376619021061135,0.1875365749117508,0.20380157418611322,0.0,-0.6658595641646503,29.0,-0.48324999999999996,0.5387888479419991,-0.9022,0.8834,-0.6597,0.638575,,,0.8834,-1.7543859649122862,16701.99,116.03,105.88,95.79,95.37,118.71,2025-07-21 00:00:00+02:00
23.0,0.0,0.6284797506965305,-0.9241,0.9948,-0.7992,0.7829454545454545,-0.9241,0.9863500000000001,0.43459999999999993,20.15044117647059,63.71941176470588,960.9611764705883,4.861411764705883,5510.57,48.336666666666666,0.3982471457049108,-0.09106028018116552,-0.08670571911151281,-0.08265605870493298,0.38031172597994267,0.0,1.4625228519195455,8.0,-0.3712,0.5524671701623027,-0.8689,0.5267,-0.714,0.46429999999999993,-0.7184,0.46429999999999993,0.46429999999999993,0.9424603174603252,16618.57,115.67,105.56,95.59,95.11,117.87,2025-07-22 00:00:00+02:00
11.0,0.0975,0.610210029565082,-0.8317,0.9821,-0.67735,0.81524,,0.30223333333333335,0.2342666666666667,21.513676470588237,55.62073529411765,959.6192647058824,3.1821176470588237,6242.08,0.03333333333333333,0.3967519115672502,0.2562090184468957,0.2606657280154634,0.27089970241296335,0.5466811850992404,0.0,-0.9009009009008917,12.0,-0.555,0.4491684114206851,-0.8934,0.4939,-0.7487999999999999,0.4939,-0.0772,,,4.176904176904173,16831.13,115.02,107.24,97.52,95.38,119.1,2025-07-23 00:00:00+02:00
13.0,0.4939,0.5538300711340146,-0.6808,0.9877,-0.44055,0.8164571428571429,-0.6808,,0.443275,17.901764705882353,83.25882352941177,960.0241176470588,3.079764705882353,2926.57,194.16,-0.267886722133881,-0.3872198148858974,-0.382705746619072,-0.3733608899902263,-0.1844589060601809,0.0,-6.848484848484848,7.0,-0.7783,0.5335724688585511,-0.9169,0.5994,-0.8169,0.5994,-0.8625,,,6.509433962264155,16825.84,114.69,108.46,98.77,91.46,119.03,2025-07-24 00:00:00+02:00
10.0,0.9646999999999999,0.3087270943370176,0.0,0.9952,,0.9343444444444445,0.92806,0.9792,,18.236323529411763,78.62558823529412,961.5963235294118,3.2089411764705886,4816.91,165.32666666666665,-0.09850994956154269,-0.14681329536100352,-0.14213549564925376,-0.14527414217196943,-0.28420228185783714,0.0,0.13012361743658385,19.0,-0.1531,0.4285554925956709,-0.875,0.7906,-0.6124,0.7906,0.0516,0.7906,0.7906,-0.04428697962799433,16711.9,114.75,107.97,97.61,90.3,118.74,2025-07-25 00:00:00+02:00
25.0,0.0,0.5605989386361697,-0.9685,0.9858,-0.5984,0.7513,,0.6249,0.31677500000000003,14.63529411764706,94.31014705882353,961.9613235294119,3.3176470588235296,1923.66,421.66666666666663,-0.3114861285298254,0.15119829191632128,0.15600744264629984,0.1653310174072553,-0.4203501208503324,0.0,-2.9889538661468595,45.0,-0.63495,0.6030575867647678,-0.9712,0.9198,-0.74505,0.5986,-0.7717,-0.02290000000000003,0.8402,-1.3735046521931804,16649.77,113.66,107.59,97.95,89.04,117.88,2025-07-28 00:00:00+02:00
12.0,0.0,0.6046794634850815,-0.9524,0.9233,-0.8024333333333334,0.69675,0.26915,,0.9233,17.44779411764706,70.8710294117647,964.5108823529413,3.988235294117647,5635.2,5.326666666666666,-0.7100741629005647,0.17980653916185307,0.18476703231848912,0.18600685573377795,-0.7645336739461994,0.0,0.6697923643670389,16.0,-0.21395,0.5299016273485737,-0.9531,0.7506,-0.8098000000000001,0.4215,,,,-5.256064690026951,16687.6,113.81,108.03,98.4,89.26,118.72,2025-07-29 00:00:00+02:00
43.0,0.0,0.4123370118617197,-0.9299,0.9639,-0.5151249999999999,0.79697,0.35935,-0.21364999999999998,0.017000000000000015,17.621323529411764,72.53588235294117,964.0229411764706,3.4531764705882355,3831.27,44.056666666666665,0.19597631694485695,0.19568448039724018,0.20089383895762758,0.20674143066461426,0.09918486510955837,0.0,6.320691949434476,12.0,-0.39135,0.6403006738670087,-0.8957,0.8481,-0.61395,0.6306,-0.8176,,,-5.405405405405405,16657.24,113.8,109.24,98.33,88.05,117.94,2025-07-30 00:00:00+02:00
15.0,0.3971,0.6791105103281021,-0.9715,0.9954,-0.8893,0.6520900000000001,0.9839,0.21894285714285713,0.05125714285714283,19.365441176470586,73.73661764705882,963.9308823529412,3.1694117647058824,3983.23,96.00333333333333,-0.8859538618997576,-0.11455879406674363,-0.1091968772461871,-0.10612598913882776,-1.0821054325756863,0.0,-3.1289111389236512,18.0,-0.3275,0.586535548766927,-0.9231,0.8591,-0.6705,0.5106,,0.42955,0.8085,0.4010025062656686,16525.39,114.0,107.66,97.22,87.77,118.51,2025-07-31 00:00:00+02:00
